466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466
466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466
466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466
466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466
466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466
466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466
466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466
466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466
466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466
466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466
466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466
466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,231,236,231,236,231,236,231,466,466,466,466,466,466,466,466,466,230,236,230,236,230,236,230,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466
466,466,466,466,236,236,236,236,236,236,299,236,236,236,236,267,236,236,236,236,236,236,236,221,213,397,213,397,213,282,267,236,236,236,299,299,236,236,236,283,213,349,213,349,213,282,236,236,299,236,236,267,236,236,299,236,236,236,236,236,236,236,236,236,236,236,236,236,236,299,236,236,236,236,236,267,236,236
466,466,466,466,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
466,466,466,466,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
466,466,466,466,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
466,466,466,466,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,450,450,450,450,450,450,450,261,450,261,450,261,450,450,450,450,450,-1,-1,-1,-1,450,450,261,450,261,450,261,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450
466,466,466,466,450,450,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,466,466,466,466,466,466,466,450,466,450,466,450,466,466,466,466,466,-1,-1,-1,-1,466,466,450,466,450,466,450,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466
466,466,466,466,466,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,466,466,466,465,466,230,236,236,236,236,236,236,236,236,236,236,251,-1,-1,-1,-1,236,267,236,236,230,466,466,466,466,466,466,230,236,267,236,236,236,236,236,236,236,267,337,466,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465
464,464,466,466,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,466,466,465,466,466,235,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,220,236,299,236,236,236,236,283,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,466,466,465,465,465,465,465,465,465,465,465,320,320,320,320,320,320,320
464,464,466,466,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,466,466,466,466,466,235,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,466,466,465,465,465,465,465,465,465,465,465,320,-1,-1,-1,-1,-1,320
464,464,464,466,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,466,465,466,465,466,235,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,320,320,320,320,320,320,320,320,320,320,320,320,-1,-1,-1,-1,-1,320
464,464,466,466,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,466,465,465,466,466,235,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,320,209,-1,-1,-1,-1,-1,212,320,-1,-1,-1,-1,-1,320
464,464,466,466,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,466,466,466,465,466,287,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,320,209,-1,-1,-1,-1,-1,212,320,-1,-1,-1,-1,-1,320
464,464,466,464,-1,-1,-1,-1,-1,252,223,217,-1,-1,-1,-1,-1,466,466,464,466,464,235,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,320
464,466,464,466,-1,-1,-1,-1,-1,286,235,209,-1,-1,-1,-1,-1,212,466,466,466,466,235,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320
464,466,466,464,-1,-1,-1,-1,-1,220,299,281,-1,-1,-1,-1,-1,450,466,464,464,466,235,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464
464,466,466,464,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,464,466,464,464,464,235,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,448,448,448,448,448,448,448,448,448,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464
464,466,466,464,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,466,464,464,464,464,235,-1,-1,-1,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,464,464,464,464,464,464,464,464,464,448,448,448,448,448,-1,-1,-1,-1,-1,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464
464,466,466,464,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,464,464,464,464,464,235,-1,-1,-1,-1,-1,464,464,464,464,231,236,236,299,236,236,236,267,236,236,236,236,236,236,267,299,236,236,236,236,236,267,251,-1,-1,-1,-1,-1,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464
464,466,464,464,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,464,464,464,464,466,235,-1,-1,-1,-1,-1,-1,464,464,464,235,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464
